provider_name,dba_name,holding_company_name,holding_company_final,State,technology_code,Consumer,max_advertised_downstream_speed_mbps,max_advertised_upstream_speed_mbps,zip_upload,connection_type,hso_provider,Price
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63945,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64842,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65329,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64640,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64468,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63943,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64456,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63944,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63964,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65663,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65622,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65725,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65258,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65486,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64647,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64651,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64762,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65263,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65270,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65264,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64660,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64658,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63359,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63556,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64769,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65710,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65778,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63953,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63954,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63334,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63370,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63377,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63955,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63956,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64670,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63957,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65617,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65650,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63942,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65734,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64676,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64628,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65075,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64866,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64850,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65785,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65674,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65635,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65756,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65078,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65345,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64681,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64494,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63382,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65769,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63966,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64874,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,65647,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63967,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,63937,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,64689,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39421,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39427,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39474,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39073,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39082,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39044,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39042,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39140,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39663,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,39656,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,21001,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28315,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28326,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28373,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28376,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28387,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28001,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28002,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28128,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28007,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28135,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28170,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28009,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28125,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27505,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27332,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27330,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28088,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28023,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28115,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28722,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28756,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28782,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28025,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28026,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28027,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28269,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28081,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28083,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28036,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28075,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28129,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28071,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28078,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28107,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28138,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27239,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27292,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28072,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28146,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28371,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28139,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28213,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28079,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28104,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28110,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28105,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28351,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28082,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27021,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27050,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27045,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27043,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28343,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28352,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27023,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27040,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27293,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27295,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27360,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27299,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27265,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28091,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28103,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28133,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28174,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28106,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28173,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28270,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28277,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28227,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28117,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28119,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28124,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28214,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28127,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28137,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28167,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27106,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28368,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27281,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27019,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27331,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27559,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28332,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27207,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27546,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27351,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27105,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28396,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27170,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,28112,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,27374,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68301,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68303,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68003,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68305,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68410,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68307,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68309,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68466,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68310,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68357,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68313,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68624,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68316,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68317,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68461,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68319,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68626,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68632,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68635,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68320,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68321,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68322,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68014,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68036,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68323,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68324,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68326,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68015,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68025,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68017,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,68328,,windstream,
